article_id,url,title,section,in_training,word_count,dominant_topic,dominant_topic_prob,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob,topic_7_prob,topic_8_prob,topic_9_prob,topic_10_prob,topic_11_prob,topic_12_prob,topic_13_prob,topic_14_prob
society/2024/nov/18/labour-ready-to-show-it-is-serious-about-child-social-care-reform,https://www.theguardian.com/society/2024/nov/18/labour-ready-to-show-it-is-serious-about-child-social-care-reform,Labour ready to show it is serious about child social care reform,Society,no,540,6,0.3751,0.0001,0.0001,0.0001,0.3594,0.0001,0.0001,0.3751,0.1287,0.0002,0.0002,0.0001,0.0002,0.0001,0.1353,0.0001
theobserver/2024/dec/29/churches-of-all-types-cannot-be-allowed-to-be-self-policing,https://www.theguardian.com/theobserver/2024/dec/29/churches-of-all-types-cannot-be-allowed-to-be-self-policing,Churches of all types cannot be allowed to be self-policing,From the Observer,no,1131,6,0.4263,0.0736,0.0234,0.3688,0.0472,0.0464,0.0137,0.4263,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
society/2025/jan/10/all-eyes-are-on-glasgow-uk-first-legal-drug-consumption-room-ready-open,https://www.theguardian.com/society/2025/jan/10/all-eyes-are-on-glasgow-uk-first-legal-drug-consumption-room-ready-open,‘All eyes are on Glasgow’: UK’s first legal drug consumption room ready to open,Society,no,793,3,0.4462,0.0948,0.0001,0.0001,0.4462,0.0001,0.0001,0.0002,0.0001,0.0001,0.203,0.1379,0.0001,0.0001,0.1171,0.0001
society/2025/jan/08/tories-push-for-new-grooming-inquiry-child-safety-bill-bridget-phillipson,https://www.theguardian.com/society/2025/jan/08/tories-push-for-new-grooming-inquiry-child-safety-bill-bridget-phillipson,"Tories’ push for new grooming inquiry would ‘kill’ child safety bill, says Phillipson",Society,no,702,13,0.6309,0.0001,0.0001,0.0001,0.0614,0.0001,0.0001,0.3065,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6309,0.0001
society/2025/jul/17/ministers-urged-to-overhaul-and-raise-carers-allowance,https://www.theguardian.com/society/2025/jul/17/ministers-urged-to-overhaul-and-raise-carers-allowance,Ministers urged to overhaul and raise carer’s allowance,Society,no,616,14,0.9395,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0588,0.0001,0.0001,0.0002,0.9395
media/2025/apr/17/no-breach-found-after-news-corp-tabloids-splashed-on-undisclosed-advertorial-gassing-up-fossil-fuel-ntwnfb,https://www.theguardian.com/media/2025/apr/17/no-breach-found-after-news-corp-tabloids-splashed-on-undisclosed-advertorial-gassing-up-fossil-fuel-ntwnfb,"Nothing to see here, Press Council says after News Corp tabloids’ front-page undisclosed advertorial gassing up fossil fuel | Weekly Beast",Media,no,1443,2,0.9167,0.0001,0.0,0.9167,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0425,0.0402,0.0,0.0001,0.0
society/2024/oct/23/let-citizens-assemblies-break-the-political-deadlock-on-issues-like-assisted-dying,https://www.theguardian.com/society/2024/oct/23/let-citizens-assemblies-break-the-political-deadlock-on-issues-like-assisted-dying,Let citizens’ assemblies break the political deadlock on issues like assisted dying | Letters,Society,yes,630,6,0.3871,0.0479,0.0001,0.2486,0.0003,0.0001,0.0001,0.3871,0.0001,0.0002,0.0002,0.0001,0.0002,0.0001,0.3149,0.0001
society/2024/nov/28/assisted-dying-bill-will-not-be-adopted-as-government-bill-if-it-passes-vote,https://www.theguardian.com/society/2024/nov/28/assisted-dying-bill-will-not-be-adopted-as-government-bill-if-it-passes-vote,Assisted dying bill will not be adopted as government bill if it passes vote,Society,no,798,13,0.8664,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0784,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8664,0.0539
technology/2025/aug/05/chatgpt-breakups-changes-open-ai,https://www.theguardian.com/technology/2025/aug/05/chatgpt-breakups-changes-open-ai,OpenAI stops ChatGPT from telling people to break up with partners,Technology,no,452,0,0.5175,0.5175,0.0001,0.0002,0.1468,0.0001,0.0001,0.0003,0.1808,0.0283,0.125,0.0001,0.0002,0.0001,0.0002,0.0001
politics/2025/feb/03/dwp-blocked-whistleblower-giving-evidence-to-carers-allowance-review,https://www.theguardian.com/politics/2025/feb/03/dwp-blocked-whistleblower-giving-evidence-to-carers-allowance-review,DWP ‘blocked whistleblower giving evidence to carer’s allowance review’,Society,no,770,14,0.9984,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9984
world/2025/jul/09/new-zealand-satellite-methanesat-missing-lost-in-space,https://www.theguardian.com/world/2025/jul/09/new-zealand-satellite-methanesat-missing-lost-in-space,MethaneSat down: how New Zealand space ambitions fell off the radar,World news,no,902,11,0.9071,0.0001,0.0001,0.0001,0.0002,0.0534,0.0384,0.0002,0.0001,0.0001,0.0001,0.0001,0.9071,0.0001,0.0001,0.0001
world/2024/oct/08/controversial-sydney-airport-slot-system-faces-government-crackdown,https://www.theguardian.com/world/2024/oct/08/controversial-sydney-airport-slot-system-faces-government-crackdown,Controversial Sydney airport slot system faces government crackdown,Business,no,447,12,0.5173,0.0002,0.0001,0.0002,0.0003,0.0001,0.0001,0.0003,0.0001,0.407,0.0002,0.0002,0.0002,0.5173,0.0002,0.0734
australia-news/2024/sep/25/mark-scott-university-of-sydney-vice-chancellor-resignation-campaign,https://www.theguardian.com/australia-news/2024/sep/25/mark-scott-university-of-sydney-vice-chancellor-resignation-campaign,"Campaign demanding University of Sydney vice-chancellor resigns is ‘dangerous’, Jewish Council warns",Australia news,no,907,2,0.3162,0.0591,0.2148,0.3162,0.122,0.0001,0.0001,0.0002,0.0688,0.1537,0.0001,0.0001,0.0001,0.0001,0.0647,0.0001
science/2025/aug/06/spaceships-design-stars-craft-interstellar-travel-project-hyperion,https://www.theguardian.com/science/2025/aug/06/spaceships-design-stars-craft-interstellar-travel-project-hyperion,"Beam me up, jellyfish: experts unveil spaceships to take us to the stars",Science,no,498,11,0.4268,0.3034,0.0001,0.0001,0.1413,0.0001,0.0993,0.0003,0.0001,0.0112,0.0166,0.0001,0.4268,0.0001,0.0002,0.0001
australia-news/2024/mar/15/aged-care-workers-to-get-23-average-pay-boost-as-union-heralds-move-as-one-of-the-best-outcomes-ever-achieved,https://www.theguardian.com/australia-news/2024/mar/15/aged-care-workers-to-get-23-average-pay-boost-as-union-heralds-move-as-one-of-the-best-outcomes-ever-achieved,Aged care workers to get 23% average pay rise as union heralds move as ‘one of the best outcomes’ ever achieved,Australia news,no,675,3,0.3315,0.0001,0.0001,0.0001,0.3315,0.0001,0.0001,0.2338,0.1886,0.2449,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001
science/2025/feb/01/virologist-wendy-barclay-wild-avian-viruses-are-mixing-up-their-genetics-all-the-time-its-like-viral-sex-on-steroids,https://www.theguardian.com/science/2025/feb/01/virologist-wendy-barclay-wild-avian-viruses-are-mixing-up-their-genetics-all-the-time-its-like-viral-sex-on-steroids,Virologist Wendy Barclay: ‘Wild avian viruses are mixing up their genetics all the time. It’s like viral sex on steroids’,Science,no,1161,12,0.4083,0.0001,0.0001,0.0001,0.3834,0.0001,0.0001,0.0002,0.0001,0.0001,0.2073,0.0001,0.0001,0.4083,0.0001,0.0001
world/2025/may/16/trump-bukele-milei-south-america-lobby,https://www.theguardian.com/world/2025/may/16/trump-bukele-milei-south-america-lobby,Latin American leaders spend millions to influence Trump’s White House,World news,no,1180,1,0.9469,0.0001,0.9469,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0522,0.0001,0.0001,0.0001,0.0,0.0001,0.0
global-development/2025/apr/14/leaked-un-experts-report-raises-fresh-concerns-over-uaes-role-in-sudan-war,https://www.theguardian.com/global-development/2025/apr/14/leaked-un-experts-report-raises-fresh-concerns-over-uaes-role-in-sudan-war,Leaked UN experts report raises fresh concerns over UAE’s role in Sudan war,Global development,no,1116,5,0.5422,0.0001,0.0001,0.0001,0.0001,0.0001,0.5422,0.0001,0.0001,0.3912,0.0001,0.0001,0.0001,0.0657,0.0001,0.0001
us-news/2025/jun/27/supreme-court-obamacare-aca-decision-case,https://www.theguardian.com/us-news/2025/jun/27/supreme-court-obamacare-aca-decision-case,US supreme court rules key provision of Obamacare constitutional,US news,no,664,12,0.5005,0.0111,0.1788,0.0001,0.0002,0.0753,0.0001,0.0002,0.0001,0.0715,0.0548,0.0001,0.0001,0.5005,0.107,0.0001
uk-news/2025/feb/17/campaigning-free-lucy-letby-not-right-wes-streeting,https://www.theguardian.com/uk-news/2025/feb/17/campaigning-free-lucy-letby-not-right-wes-streeting,"Campaigning to free Lucy Letby is not the right thing to do, says Wes Streeting",UK news,no,788,13,0.788,0.0925,0.0001,0.0001,0.0759,0.0001,0.0001,0.0002,0.0001,0.0001,0.0424,0.0001,0.0001,0.0001,0.788,0.0001
education/2025/jul/23/keir-starmer-urged-to-honour-pledge-to-embed-speaking-skills-in-englands-schools,https://www.theguardian.com/education/2025/jul/23/keir-starmer-urged-to-honour-pledge-to-embed-speaking-skills-in-englands-schools,Keir Starmer urged to honour pledge to embed speaking skills in England’s schools,Education,no,593,3,0.6066,0.109,0.0001,0.0001,0.6066,0.0001,0.0001,0.2829,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001
society/2025/apr/16/manchester-arena-bomb-plotter-moved-to-belmarsh-prison-after-attack-on-guards,https://www.theguardian.com/society/2025/apr/16/manchester-arena-bomb-plotter-moved-to-belmarsh-prison-after-attack-on-guards,Manchester Arena bomb plotter ‘moved to Belmarsh prison’ after attack on guards,Society,no,435,13,0.6206,0.0002,0.0001,0.0002,0.0003,0.3769,0.0002,0.0003,0.0001,0.0002,0.0002,0.0002,0.0002,0.0001,0.6206,0.0001
australia-news/2025/apr/08/lnp-orders-review-of-queensland-emissions-reduction-target-of-75-by-2035,https://www.theguardian.com/australia-news/2025/apr/08/lnp-orders-review-of-queensland-emissions-reduction-target-of-75-by-2035,LNP orders review of Queensland’s emissions reduction target of 75% by 2035,Australia news,no,512,11,0.6682,0.0001,0.0001,0.0001,0.0003,0.0001,0.0111,0.0834,0.0001,0.1546,0.0002,0.0001,0.6682,0.0001,0.0812,0.0001
world/2025/mar/23/ten-lockdown-lessons-to-learn-for-next-time,https://www.theguardian.com/world/2025/mar/23/ten-lockdown-lessons-to-learn-for-next-time,Ten lockdown lessons to learn for next time,World news,no,1742,3,0.7322,0.0473,0.0,0.0,0.7322,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.2199,0.0001,0.0
law/2025/feb/10/ccrc-chief-spent-public-funds-on-luxury-hotels-and-business-courses-in-france,https://www.theguardian.com/law/2025/feb/10/ccrc-chief-spent-public-funds-on-luxury-hotels-and-business-courses-in-france,CCRC chief spent public funds on luxury hotels for business courses in France,Law,no,833,13,0.6718,0.0001,0.0001,0.0001,0.0002,0.0663,0.0001,0.1494,0.0001,0.1114,0.0001,0.0001,0.0001,0.0001,0.6718,0.0001
technology/2024/feb/22/second-accidental-sharing-of-confidential-information-regrettable-finance-department-says,https://www.theguardian.com/technology/2024/feb/22/second-accidental-sharing-of-confidential-information-regrettable-finance-department-says,"Second accidental data leak in four months ‘regrettable’, finance department says",Technology,no,680,8,0.9982,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.9982,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001
society/2025/jul/02/cass-review-how-has-report-affected-care-for-transgender-young-people,https://www.theguardian.com/society/2025/jul/02/cass-review-how-has-report-affected-care-for-transgender-young-people,Cass review: how has report affected care for transgender young people?,Society,no,1702,3,0.751,0.0,0.0,0.0,0.751,0.0,0.1736,0.0001,0.0,0.0001,0.0385,0.0,0.0001,0.0,0.0363,0.0
us-news/2025/jul/30/vaccine-guidelines-recommendations,https://www.theguardian.com/us-news/2025/jul/30/vaccine-guidelines-recommendations,US medical groups fill gap with own vaccine guides amid ‘information crisis’,US news,no,1169,12,0.8441,0.0001,0.0,0.0001,0.155,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.8441,0.0001,0.0001
australia-news/2025/may/21/why-are-sydney-trains-delays-so-bad-nsw-rail-network,https://www.theguardian.com/australia-news/2025/may/21/why-are-sydney-trains-delays-so-bad-nsw-rail-network,A single incident brought Sydney’s train network to a standstill – again. Here’s why it keeps happening,Australia news,no,1093,8,0.7911,0.091,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7911,0.0001,0.1169,0.0001,0.0001,0.0001,0.0001
society/2025/apr/14/dangerous-inmates-access-prison-kitchen-union-chair,https://www.theguardian.com/society/2025/apr/14/dangerous-inmates-access-prison-kitchen-union-chair,"Dangerous inmates should not have access to prison kitchen, union chair says",Society,no,726,13,0.5506,0.0001,0.0001,0.0001,0.0002,0.4478,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.5506,0.0001
us-news/2025/jul/26/los-angeles-sheriffs-department,https://www.theguardian.com/us-news/2025/jul/26/los-angeles-sheriffs-department,Grenade missing from scene of blast that killed three LA police officers,US news,no,300,4,0.3676,0.0003,0.1733,0.0003,0.0006,0.3676,0.0003,0.0006,0.0886,0.0004,0.0004,0.0003,0.0004,0.0002,0.3664,0.0003
society/2025/feb/10/mps-to-drop-requirement-for-high-court-judge-role-in-assisted-dying-cases,https://www.theguardian.com/society/2025/feb/10/mps-to-drop-requirement-for-high-court-judge-role-in-assisted-dying-cases,High court signoff in England and Wales assisted dying bill to be scrapped,Society,no,1036,13,0.9654,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0335,0.0001,0.0001,0.0001,0.9654,0.0001
australia-news/2025/feb/03/anti-trans-campaigner-hit-with-apprehended-violence-order-over-disturbing-conduct-ntwnfb,https://www.theguardian.com/australia-news/2025/feb/03/anti-trans-campaigner-hit-with-apprehended-violence-order-over-disturbing-conduct-ntwnfb,Anti-trans campaigner hit with apprehended violence order over ‘disturbing’ conduct,Australia news,no,714,5,0.3634,0.0001,0.0001,0.0001,0.0215,0.0001,0.3634,0.0002,0.0001,0.2332,0.0305,0.0001,0.0001,0.0001,0.3504,0.0001
australia-news/2025/aug/08/six-year-old-girl-dies-of-influenza-after-twice-being-discharged-from-sydney-hospital-ntwnfb,https://www.theguardian.com/australia-news/2025/aug/08/six-year-old-girl-dies-of-influenza-after-twice-being-discharged-from-sydney-hospital-ntwnfb,Six-year-old girl dies of influenza after twice being discharged from Sydney hospital,Australia news,no,371,3,0.5989,0.0002,0.0001,0.0002,0.5989,0.0243,0.0002,0.0004,0.0002,0.2604,0.0003,0.0002,0.0002,0.0808,0.0336,0.0002
environment/2025/mar/07/london-air-pollution-down-since-ulez-expansion-study,https://www.theguardian.com/environment/2025/mar/07/london-air-pollution-down-since-ulez-expansion-study,Dramatic fall in London’s levels of deadly pollutants after Ulez expansion,Environment,no,905,11,0.3056,0.0633,0.0472,0.0001,0.1758,0.0001,0.0001,0.0308,0.0001,0.0001,0.1562,0.2204,0.3056,0.0001,0.0001,0.0001
media/2025/may/20/guardians-patrick-butler-and-josh-halliday-win-paul-foot-award,https://www.theguardian.com/media/2025/may/20/guardians-patrick-butler-and-josh-halliday-win-paul-foot-award,Guardian journalists win Paul Foot award for carer’s allowance coverage,Society,no,397,14,0.6637,0.0667,0.0001,0.1639,0.0004,0.0002,0.0002,0.0004,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.1032,0.6637
society/2025/mar/21/ministers-urged-to-act-as-thousands-more-hit-by-uk-carers-allowance-debts,https://www.theguardian.com/society/2025/mar/21/ministers-urged-to-act-as-thousands-more-hit-by-uk-carers-allowance-debts,Ministers urged to act as thousands more hit by UK carer’s allowance debts,Society,no,656,14,0.9981,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.9981
uk-news/2023/jul/05/uk-covid-inquiry-public-health-bosses-relied-on-media-for-information,https://www.theguardian.com/uk-news/2023/jul/05/uk-covid-inquiry-public-health-bosses-relied-on-media-for-information,UK Covid inquiry: public health bosses relied on media for information,UK news,no,684,3,0.5889,0.0001,0.0001,0.0001,0.5889,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.1671,0.0002,0.2424
uk-news/2025/jul/03/rollout-of-evisas-could-drag-200000-people-into-windrush-style-scandal,https://www.theguardian.com/uk-news/2025/jul/03/rollout-of-evisas-could-drag-200000-people-into-windrush-style-scandal,"Rollout of eVisas ‘could drag 200,000 people into Windrush-style scandal’",UK news,no,704,7,0.3734,0.0377,0.0001,0.0001,0.0003,0.2298,0.0001,0.0003,0.3734,0.0001,0.0352,0.0001,0.0001,0.0001,0.0983,0.2241
australia-news/2024/feb/26/calls-for-independent-review-of-police-weapons-after-alleged-murders-of-jesse-baird-and-luke-davies,https://www.theguardian.com/australia-news/2024/feb/26/calls-for-independent-review-of-police-weapons-after-alleged-murders-of-jesse-baird-and-luke-davies,Calls for independent review of police weapons after alleged murders of Sydney couple,Australia news,no,826,13,0.9986,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9986,0.0001
australia-news/2024/nov/23/burnayi-lurnayi-bendigo-development-aims-to-provide-safe-homes-for-aboriginal-women,https://www.theguardian.com/australia-news/2024/nov/23/burnayi-lurnayi-bendigo-development-aims-to-provide-safe-homes-for-aboriginal-women,Burnayi Lurnayi: Bendigo development aims to provide safe homes for Aboriginal women,Australia news,no,731,11,0.3349,0.0001,0.0001,0.0659,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.2994,0.3349,0.0001,0.2984,0.0001
society/2025/jun/28/conservative-peer-demanding-minister-for-porn-gabby-bertin,https://www.theguardian.com/society/2025/jun/28/conservative-peer-demanding-minister-for-porn-gabby-bertin,"‘Unless you see it, you can’t believe how bad it is’: the peer demanding a minister for porn",Society,no,1319,13,0.455,0.255,0.0,0.1161,0.0001,0.0001,0.0001,0.1539,0.0193,0.0001,0.0001,0.0001,0.0001,0.0001,0.455,0.0001
australia-news/2024/nov/14/vce-exam-cheat-sheets-answers-releases-vcaa-premier-jacinta-allan,https://www.theguardian.com/australia-news/2024/nov/14/vce-exam-cheat-sheets-answers-releases-vcaa-premier-jacinta-allan,‘Not acceptable’: accidental inclusion of year 12 exam content in VCE guides criticised by government,Australia news,no,608,3,0.4077,0.0001,0.0001,0.1752,0.4077,0.0001,0.0001,0.11,0.0001,0.3056,0.0002,0.0001,0.0002,0.0001,0.0002,0.0001
